location,country_code,gdp_usd,anxiety_percent_female,anxiety_percent_male,bipolar_percent_female,bipolar_percent_male,depress_percent_female,depress_percent_male,suicide_rate_per100k_female,suicide_rate_per100k_male
Republic of Nauru,NRU,14989.6647450751,0.0646351353663923,0.0395455916226777,0.0034593596440471,0.0033945954748308,0.0472828805685845,0.0387172128323243,18.680107324481565,58.88041630793925
Republic of Nicaragua,NIC,2128.60980633198,0.0849827839883425,0.0486927428923548,0.0127997954465189,0.0110712398725983,0.0600646948205749,0.0371369510723635,3.7465004874113546,12.244161685955612
Republic of Palau,PLW,13257.2066721026,0.0629458959573956,0.0383961956442886,0.00364318817063,0.0035749633289096,0.0502720652630271,0.0410852314791533,19.711276092488013,25.21586852776052
Republic of Panama,PAN,15509.8069109784,0.0781774598820465,0.0449010882266951,0.0127632611809368,0.0111290463200165,0.0542894733265568,0.0346401228151775,2.506712709054092,10.93250326054298
Republic of Paraguay,PRY,5976.9317978996,0.1484086149784445,0.0751286042970284,0.0162882720806021,0.0143015249346293,0.0725726100422853,0.0318513973526701,3.750391049553931,10.510578219949744
Republic of Peru,PER,6826.9720069846,0.1246922221281834,0.0717828221731682,0.013107083537419,0.0116022573995003,0.0437219067009379,0.0258816688774824,1.9388522458963755,5.509649890135139
Republic of Poland,POL,18635.5104895754,0.0662457034850686,0.0374281783384423,0.0074809201326368,0.006755772788482,0.0404223129485775,0.0348223106079665,3.5692412349890605,29.894290331974503
Republic of Rwanda,RWA,828.833032800998,0.0659456406866038,0.0472226341997569,0.0077347825411076,0.0074718207038058,0.0816756951233811,0.0457093731857213,3.3778913305852822,11.54414917201755
Republic of San Marino,SMR,54168.9828262684,0.1067863165633228,0.0616053103197063,0.0131925219789018,0.0100989813395324,0.0900623953499408,0.0554954855883202,2.584170540128066,11.078021452919046
Republic of Senegal,SEN,1598.10676952274,0.0498441978130549,0.0397100255726601,0.0064505440689411,0.006214285274756,0.0597232960127172,0.04169658121683,2.902969125188988,11.824332048112293
Republic of Serbia,SRB,9680.52798074468,0.0680612858295259,0.0380998920328604,0.0072845298884593,0.0066414451936144,0.052765059447398,0.0313411925349477,4.34325626794549,15.968415216896794
Republic of Seychelles,SYC,14982.9111487767,0.0721231168314956,0.0409860006804213,0.0043717045903938,0.0042670963503108,0.0441857852909996,0.0371526999154223,1.4231726235702604,10.95290499037092
Republic of Sierra Leone,SLE,885.184270659578,0.0473637035026455,0.0376690770967521,0.0063884771964659,0.0062274385092715,0.062419168341933,0.0375269593326173,3.4824763948128497,7.774964132878163
Republic of Singapore,SGP,79601.4129622433,0.0506713013913847,0.028638951376178,0.009806117159336,0.0079766526060436,0.0350005544054205,0.0272374654248946,4.418157925805463,9.59022907212589
Republic of Slovenia,SVN,29187.369382785,0.0661130688444772,0.036599163557005,0.0074360740954329,0.0067302898715305,0.0602909689494282,0.0333676883180453,3.2691260594011946,17.127879817671435
Republic of South Africa,ZAF,6843.39941886204,0.0757147075121603,0.0518493449861675,0.0070853291640843,0.007012280688358,0.0826479362396229,0.0557791052987751,6.481765772435334,36.13567849323917
Republic of Sudan,SDN,712.122009277344,0.098175549199006,0.0557556136460207,0.0112401278714824,0.0097443416142665,0.0756167975610176,0.0607447233483128,5.189268723328159,8.95201813438454
Republic of Suriname,SUR,5029.84838543953,0.0934643287051091,0.0530283834348914,0.0129663587710686,0.0114971805441575,0.0969976629164771,0.062003294930976,12.45718599180276,44.14590055315696
Republic of Tajikistan,TJK,896.748053372182,0.043832320403898,0.0268910279227478,0.0066919440601572,0.0062968578739532,0.0494284900077728,0.0317475580545578,2.440875310092145,7.228896075046438
