location,country_code,gdp_usd,anxiety_percent_female,anxiety_percent_male,bipolar_percent_female,bipolar_percent_male,depress_percent_female,depress_percent_male,suicide_rate_per100k_female,suicide_rate_per100k_male
Republic of Zimbabwe,ZWE,7.4526273279375665,-2.886267513174989,-3.045014109667599,-4.981407098811631,-4.994891220041611,-2.9703422682037917,-3.300079859016221,13.535067391258824,40.84174828051131
Republic of the Congo,COG,7.830490222829694,-2.8200213646406898,-3.0913239036908426,-4.972051274142825,-4.997783910971615,-2.329298201906532,-2.690705464353573,4.661669350468279,15.383647273934107
Republic of the Union of Myanmar,MMR,7.1250588863271105,-2.604047066555129,-3.168385793819566,-5.464291155473254,-5.49937044602793,-3.336761685952469,-3.518626707142807,1.5081928226055832,7.8413134419969905
Romania,ROU,9.614924124499753,-2.6653347076286003,-3.2631780283384475,-4.673761100143891,-4.795290705575044,-2.9443379107047547,-3.4127051792357403,2.684094448210034,16.18358376006154
Russian Federation,RUS,9.43520423957243,-2.687547167091785,-3.145153166592287,-4.973436649268581,-5.0315872309041065,-2.8077059260437536,-3.0324130944270813,8.272215257692961,50.323146252495846
Saint Kitts and Nevis,KNA,9.817992024418963,-2.4748612511257257,-3.0348818206916346,-4.333253366125778,-4.457028800128413,-2.64199980249129,-3.169250549771227,0.5882311788007638,4.096576919633592
Saint Lucia,LCA,9.255230763317101,-2.3848449124873023,-2.9517214829413096,-4.324234670775217,-4.452002823625749,-2.7654346236309997,-3.159004415339775,1.1753487291106397,12.578801913054306
Saint Vincent and the Grenadines,VCT,9.045619652504582,-2.439039760359251,-3.000654410079606,-4.341034732859155,-4.463223869240736,-2.8221190162512864,-3.1557329665184266,1.1264709737137808,11.199533677159309
Slovak Republic,SVK,10.005059675537769,-2.6252660340779976,-3.2189965686919377,-4.906392699117539,-5.004443611426396,-2.8784069885757817,-3.4576898301785666,2.862320818262464,19.46918392013492
Socialist Republic of Viet Nam,VNM,8.21722085115122,-3.1421666718655232,-3.7858395558195195,-5.423371444318646,-5.464640644413986,-3.152326241806181,-3.629208758750292,4.4900680274687685,11.64964843837372
Solomon Islands,SLB,7.599336117365149,-2.735380862522227,-3.230219700380779,-5.672405488903363,-5.702133707435534,-3.11099690927836,-3.3112256077045488,14.276851368193237,47.64769803422206
State of Israel,ISR,10.86390264548866,-2.698726412479933,-3.153481320629475,-4.18969804262587,-4.438739739963754,-2.482525358429254,-2.975221086949364,1.844715639664783,8.751046504340762
State of Kuwait,KWT,10.435395635838722,-2.482721882420798,-3.0606231607758834,-4.434114730090068,-4.577081125161903,-2.618539698564145,-2.9940707830365985,0.93697701430534,3.6849993405248793
State of Libya,LBY,8.504275693319578,-2.273176897414617,-2.852562428210755,-4.484403021489821,-4.619513025857598,-2.5125319050128514,-2.860397171685043,4.531221649301512,10.187922818928188
State of Qatar,QAT,11.180969378900924,-2.419448225203081,-3.0269080534982686,-4.462778837426358,-4.57910953872844,-2.519083689667969,-2.844916873433804,1.0277088310255738,5.822068706180005
Sultanate of Oman,OMN,9.873206680490004,-2.3079447195688427,-2.925327026483703,-4.597977293198072,-4.70230983124059,-2.531461717962062,-2.895107484198179,0.4884962421032835,1.8457623317289564
Syrian Arab Republic,SYR,6.497701025395718,-2.253173502498069,-2.798144260453602,-4.4889727305603175,-4.6502283853861215,-2.5704440571397162,-2.972681402955336,0.533622984431098,1.8947901779370564
Togolese Republic,TGO,6.8454684861726145,-3.022072342056625,-3.2420998421255143,-5.040849366638763,-5.0730902800137425,-2.746137734408704,-3.1620513983823217,3.458584481558096,14.260670858736605
Turkmenistan,TKM,8.860953393439862,-3.1693278239805345,-3.6541836218030537,-5.010319486455739,-5.061005772143612,-2.97738159683013,-3.3167755391571005,6.122646304500999,20.4473224831291
Tuvalu,TUV,8.683568611846425,-2.739019163065395,-3.230424918231654,-5.659497017402186,-5.672604562473205,-3.055351396344059,-3.246157553879472,12.526693456630914,37.53568157098751
Ukraine,UKR,8.471347306762913,-2.7808496321028544,-3.2193299604048526,-4.952180459141712,-5.023829391343358,-2.5753212110273016,-2.9329916210982923,6.446274040491235,47.72153629102035
Union of the Comoros,COM,7.3677871687401915,-2.7300248039926682,-3.0603976984536225,-4.839257148656107,-4.879605736710335,-2.713316240324159,-3.104355444627126,4.03989655257035,6.867209087204354
United Arab Emirates,ARE,10.677293122771172,-2.425111241543559,-2.9911423239083565,-4.48573498861838,-4.601853394294105,-2.547800992990516,-2.8609248430139163,1.6479614235277336,3.162481054058038
United Kingdom of Great Britain and Northern Ireland,GBR,10.755706134361521,-2.464414677571153,-2.9209297139875283,-4.182372296243578,-4.4782802239552995,-2.455389476525587,-2.7543636917255787,4.5626371127981,16.68655957423537
United Mexican States,MEX,9.241262387740555,-2.541962010891491,-3.1752397564493746,-4.260130397522127,-4.39232940847162,-2.548907360145741,-3.248768924258434,3.5043399027326743,16.657713497540648
United Republic of Tanzania,TZA,7.056051627647344,-2.719726582108964,-3.059424929290226,-4.865018063255692,-4.907024213102491,-2.668097056356761,-3.094829635908052,2.5076589405737124,9.948079027159846
United States Virgin Islands,VIR,10.658930375317498,-2.430367102510252,-2.9908906266725523,-4.3149994753219225,-4.463251532534883,-2.82635995736808,-3.26773627344314,1.6538350301798534,18.03060218379064
United States of America,USA,11.17490833865027,-2.0727413892075774,-2.6278521357806484,-4.707356229839047,-4.718562505633314,-2.2353852296930623,-2.783142455668272,7.676738199450363,26.877605410549897
