gdp_usd,anxiety_percent_female,anxiety_percent_male,bipolar_percent_female,bipolar_percent_male,depress_percent_female,depress_percent_male,suicide_rate_per100k_female,suicide_rate_per100k_male
-0.09253757225479918,-0.549566463383402,-0.6714666905425563,-1.467870723408635,-1.5751368459984487,-1.431163768737594,-1.1317211613563585,0.2181460124023688,0.1263250030994215
-0.016199915198401277,0.35484970299171803,0.17498695434936215,1.1983105296199197,1.3141825774686833,-0.47932124479536703,-1.1863412364132826,-1.0513814606134324,-1.0764152138877414
-0.25572293119090045,1.334630873128894,0.8615716520805564,0.7268590596076585,0.45021127416088347,-0.598568257327313,-0.6672523278363778,0.07065509049896185,0.27957725292237773
1.553471579823559,1.2639143151681222,1.8212614402862703,1.9585860602799896,2.5922537454256256,1.0994142520951176,1.28405125870589,0.6841598318269989,0.5858468491505471
0.033008337221673456,0.4725288868045089,0.3365437660283003,1.1607818087441308,1.2805168339571604,-0.3208277247000623,-0.7228945709508298,-0.833231195081176,-0.7344619102232904
-0.42316243066066145,0.20892643588922297,0.057605076234313435,1.1238089939334412,1.2465321777178398,-0.5198142898750011,-0.6111938842009316,-0.7266305235287664,-0.42968250364442107
3.4437296151737504,0.4049658891189904,0.26854983910120206,1.2705774899824438,1.377893752388117,-0.3211140129632671,-0.7060004652501325,-0.9068109033172814,-0.8804217470722475
-0.38061759610564827,-0.2033558686969674,-0.5728232037288198,-0.4394527579592088,-0.4508311959241957,-0.5509142654784671,-1.116931549628703,-0.4919887439054623,-0.23636766632728906
0.4796017347813548,-0.9211498787586494,-1.3383960059845155,-0.21138798611910548,-0.4117938437964332,-1.8658905662057794,-1.9437422574317067,-0.707983282604319,-0.7086263214271652
-0.6127923299809485,-1.316658759563983,-0.9503494945407522,-0.6969755284884188,-0.6121980630294909,-0.4604195824653667,-0.23223491543547647,-0.3702022616723002,-0.44311806577803536
1.259219948244791,0.49457168642026206,0.5810223285858693,0.7313691775462827,1.253187599718163,0.6992377345561194,0.2646177155094571,0.6522720803313485,0.5415520201609006
